[Network]
Network Settings
RECORDNAME,DATA
UTDFVERSION,8
Metric,0
yellowTime,4.0
allRedTime,1.0
Walk,7.0
DontWalk,11.0
HV,0.02
PHF,0.92
DefWidth,12
DefFlow,1900
vehLength,25
heavyvehlength,45
criticalgap,4.5
followuptime,2.5
stopthresholdspeed,5.0
criticalmergegap,3.7
growth,1.00
PedSpeed,4.0
LostTimeAdjust,0.0
ScenarioDate,07/21/2022
ScenarioTime,10:45 am

[Nodes]
Node Data
INTID,TYPE,X,Y,Z,DESCRIPTION,CBD,Inside Radius,Outside Radius,Roundabout Lanes,Circle Speed
BusStops,289,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
Midblock,289,,,0,,,0,,,,0,,,,,,0,,,,,,,,,
Distance,289,,,522,,,569,,,,1011,,,,,,1034,,,,,,,,,
TravelTime,289,,,11.9,,,12.9,,,,19.7,,,,,,20.1,,,,,,,,,
Right Channeled,289,,,,0,,,0,,,,0,,,,,,0,,,,,,,,
Alignment,289,,0,0,1,0,0,1,,0,0,1,,3,,0,0,1,,,,,,,,
Enter Blocked,289,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
HeadwayFact,289,,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,,1.00,,1.00,1.00,1.00,,,,,,,,
Turning Speed,289,,15,60,9,15,60,9,,15,60,9,,9,,15,60,9,,,,,,,,
FirstDetect,289,,50,50,50,50,50,,,,0,,,,,,0,,,,,,,,,
LastDetect,289,,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,
DetectPhase1,289,,4,8,8,4,4,,,,2,,,,,,6,,,,,,,,,
DetectPhase2,289,,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,
DetectPhase3,289,,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,
DetectPhase4,289,,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,
SwitchPhase,289,,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,
numDetects,289,,1,1,1,1,1,,,,0,,,,,,0,,,,,,,,,
DetectPos1,289,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
DetectSize1,289,,50,50,50,50,50,,,,,,,,,,,,,,,,,,,
DetectType1,289,,3,3,3,3,3,,,,,,,,,,,,,,,,,,,
DetectExtend1,289,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
DetectQueue1,289,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
DetectDelay1,289,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Exit Lanes,289,,,0,,,0,,,,0,,,,,,0,,,,,,,,,
CBD,289,,,0,,,,,,,,,,,,,,,,,,,,,,
Traffic in shared lane,289,,20,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,289,,11,12,5,0,29,0,,0,1250,0,,0,,0,764,0,,,,,,,,
Up Node,291,,293,293,293,602,602,602,,3045,3045,3045,,283,,283,283,283,,,,,,,,
Dest Node,291,,3045,602,283,283,293,3045,,602,283,293,,283,,293,3045,602,,,,,,,,
Lanes,291,,0,1,0,1,1,0,,0,2,0,,0,,0,0,0,,,,,,,,
Shared,291,,0,2,,0,0,,,0,3,,,,,0,0,,,,,,,,,
Width,291,,12,12,12,12,12,12,,12,12,12,,12,,12,12,12,,,,,,,,
Storage,291,,,,,100,,,,,,,,,,,,,,,,,,,,
Taper,291,,,,,0,,,,,,,,,,,,,,,,,,,,
StLanes,291,,,,,1,,,,,,,,,,,,,,,,,,,,
Grade,291,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,291,,,25,,,25,,,,30,,,,,,30,,,,,,,,,
Phase1,291,,,8,,,4,,,,2,,,,,,,,,,,,,,6,
PermPhase1,291,,,,,4,,,,2,,,,,,,,,,,,,,,,
LostTime,291,,4,5,4,5,5,4,,5,5,4,,4,,4,4,4,,,,,,,,
Lost Time Adjust,291,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
IdealFlow,291,,1900,1900,1900,1900,1900,1900,,1900,1900,1900,,1900,,1900,1900,1900,,,,,,,,
SatFlow,291,,0,1760,0,1770,1863,0,,0,3479,0,,0,,0,0,0,,,,,,,,
SatFlowPerm,291,,0,1760,0,1276,1863,0,,0,3479,0,,0,,0,0,0,,,,,,,,
Allow RTOR,291,,1,1,1,1,1,1,,1,1,1,,1,,1,1,1,,,,,,,,
SatFlowRTOR,291,,0,46,0,0,0,0,,0,25,0,,0,,0,0,0,,,,,,,,
Volume,291,,0,61,42,5,42,0,,7,196,23,,0,,0,0,0,,,,,,,,
Peds,291,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
Bicycles,291,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
PHF,291,,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,,0.92,,0.92,0.92,0.92,,,,,,,,
Growth,291,,100,100,100,100,100,100,,100,100,100,,100,,100,100,100,,,,,,,,
HeavyVehicles,291,,2,2,2,2,2,2,,2,2,2,,2,,2,2,2,,,,,,,,
BusStops,291,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
Midblock,291,,,0,,,0,,,,0,,,,,,0,,,,,,,,,
Distance,291,,,1577,,,366,,,,815,,,,,,1313,,,,,,,,,
TravelTime,291,,,43.0,,,10.0,,,,18.5,,,,,,29.8,,,,,,,,,
Right Channeled,291,,,,0,,,0,,,,0,,,,,,0,,,,,,,,
Alignment,291,,0,0,1,0,0,1,,0,0,1,,3,,0,0,1,,,,,,,,
Enter Blocked,291,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
HeadwayFact,291,,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,,1.00,,1.00,1.00,1.00,,,,,,,,
Turning Speed,291,,15,60,9,15,60,9,,15,60,9,,9,,15,60,9,,,,,,,,
FirstDetect,291,,,0,,0,0,,,50,0,,,,,,,,,,,,,,,
LastDetect,291,,,0,,0,0,,,0,0,,,,,,,,,,,,,,,
DetectPhase1,291,,,8,,4,4,,,2,2,,,,,,,,,,,,,,,
DetectPhase2,291,,,0,,0,0,,,0,0,,,,,,,,,,,,,,,
DetectPhase3,291,,,0,,0,0,,,0,0,,,,,,,,,,,,,,,
DetectPhase4,291,,,0,,0,0,,,0,0,,,,,,,,,,,,,,,
SwitchPhase,291,,,0,,0,0,,,0,0,,,,,,,,,,,,,,,
numDetects,291,,,0,,0,0,,,1,0,,,,,,,,,,,,,,,
DetectPos1,291,,,,,,,,,0,,,,,,,,,,,,,,,,
DetectSize1,291,,,,,,,,,50,,,,,,,,,,,,,,,,
DetectType1,291,,,,,,,,,3,,,,,,,,,,,,,,,,
DetectExtend1,291,,,,,,,,,0,,,,,,,,,,,,,,,,
DetectQueue1,291,,,,,,,,,0,,,,,,,,,,,,,,,,
DetectDelay1,291,,,,,,,,,0,,,,,,,,,,,,,,,,
Exit Lanes,291,,,0,,,0,,,,0,,,,,,0,,,,,,,,,
CBD,291,,,0,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,291,,0,112,0,5,46,0,,0,246,0,,0,,0,0,0,,,,,,,,
Up Node,300,,1177,1177,1177,298,298,298,,306,306,306,,289,,289,289,289,,,,,,,,
Dest Node,300,,306,298,289,289,1177,306,,298,289,1177,,289,,1177,306,298,,,,,,,,
Lanes,300,,1,1,0,1,1,0,,0,3,0,,0,,0,2,0,,,,,,,,
Shared,300,,0,2,,0,2,,,0,2,,,,,0,2,,,,,,,,,
Width,300,,12,12,12,12,12,12,,12,12,12,,12,,12,12,12,,,,,,,,
Storage,300,,50,,,50,,,,,,,,,,,,,,,,,,,,
Taper,300,,25,,,25,,,,,,,,,,,,,,,,,,,,
StLanes,300,,1,,,1,,,,,,,,,,,,,,,,,,,,
Grade,300,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,300,,,25,,,25,,,,35,,,,,,35,,,,,,,,,
Phase1,300,,,8,,,4,,,,2,,,,,,6,,,,,,,,,
PermPhase1,300,,4,,,8,,,,,,,,,,,,,,,,,,,,
LostTime,300,,4.6,4.6,4,4.6,4.6,4,,4,5.3,4,,4,,4,5,4,,,,,,,,
Lost Time Adjust,300,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
IdealFlow,300,,1900,1900,1900,1900,1900,1900,,1900,1900,1900,,1900,,1900,1900,1900,,,,,,,,
SatFlow,300,,1770,1825,0,1770,1744,0,,0,5075,0,,0,,0,3536,0,,,,,,,,
SatFlowPerm,300,,1106,1825,0,1364,1744,0,,0,5075,0,,0,,0,3536,0,,,,,,,,
Allow RTOR,300,,1,1,1,1,1,1,,1,1,1,,1,,1,1,1,,,,,,,,
SatFlowRTOR,300,,0,5,0,0,43,0,,0,4,0,,0,,0,2,0,,,,,,,,
Volume,300,,28,30,5,33,60,45,,0,1011,15,,0,,0,668,6,,,,,,,,
Peds,300,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
Bicycles,300,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
PHF,300,,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,,0.92,,0.92,0.92,0.92,,,,,,,,
Growth,300,,100,100,100,100,100,100,,100,100,100,,100,,100,100,100,,,,,,,,
HeavyVehicles,300,,2,2,2,2,2,2,,2,2,2,,2,,2,2,2,,,,,,,,
BusStops,300,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
Midblock,300,,,0,,,0,,,,0,,,,,,0,,,,,,,,,
Distance,300,,,669,,,1878,,,,1185,,,,,,1011,,,,,,,,,
TravelTime,300,,,18.2,,,51.2,,,,23.1,,,,,,19.7,,,,,,,,,
Right Channeled,300,,,,0,,,0,,,,0,,,,,,0,,,,,,,,
Alignment,300,,0,0,1,0,0,1,,0,0,1,,3,,0,0,1,,,,,,,,
Enter Blocked,300,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
HeadwayFact,300,,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,,1.00,,1.00,1.00,1.00,,,,,,,,
Turning Speed,300,,15,60,9,15,60,9,,15,60,9,,9,,15,60,9,,,,,,,,
FirstDetect,300,,50,50,,50,50,,,,0,,,,,,0,,,,,,,,,
LastDetect,300,,0,0,,0,0,,,,0,,,,,,0,,,,,,,,,
DetectPhase1,300,,4,8,,8,4,,,,2,,,,,,6,,,,,,,,,
DetectPhase2,300,,0,0,,0,0,,,,0,,,,,,0,,,,,,,,,
DetectPhase3,300,,0,0,,0,0,,,,0,,,,,,0,,,,,,,,,
DetectPhase4,300,,0,0,,0,0,,,,0,,,,,,0,,,,,,,,,
SwitchPhase,300,,0,0,,0,0,,,,0,,,,,,0,,,,,,,,,
numDetects,300,,1,1,,1,1,,,,0,,,,,,0,,,,,,,,,
DetectPos1,300,,0,0,,0,0,,,,,,,,,,,,,,,,,,,
DetectSize1,300,,50,50,,50,50,,,,,,,,,,,,,,,,,,,
DetectType1,300,,3,3,,3,3,,,,,,,,,,,,,,,,,,,
DetectExtend1,300,,0,0,,0,0,,,,,,,,,,,,,,,,,,,
DetectQueue1,300,,0,0,,0,0,,,,,,,,,,,,,,,,,,,
DetectDelay1,300,,0,0,,0,0,,,,,,,,,,,,,,,,,,,
Exit Lanes,300,,,0,,,0,,,,0,,,,,,0,,,,,,,,,
CBD,300,,,0,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,300,,30,38,0,36,114,0,,0,1115,0,,0,,0,733,0,,,,,,,,
Up Node,306,,307,307,307,304,304,304,,320,320,320,,300,,300,300,300,,,,,,,,
Dest Node,306,,320,304,300,300,307,320,,304,300,307,,300,,307,320,304,,,,,,,,
Lanes,306,,1,1,0,1,1,0,,0,3,0,,0,,0,2,0,,,,,,,,
Shared,306,,0,2,,0,2,,,0,2,,,,,0,2,,,,,,,,,
Width,306,,12,12,12,12,12,12,,12,12,12,,12,,12,12,12,,,,,,,,
Storage,306,,150,,,100,,,,,,,,,,,,,,,,,,,,
Taper,306,,25,,,25,,,,,,,,,,,,,,,,,,,,
StLanes,306,,1,,,1,,,,,,,,,,,,,,,,,,,,
Grade,306,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,306,,,30,,,30,,,,35,,,,,,35,,,,,,,,,
Phase1,306,,,8,,,4,,,,2,,,,,,6,,,,,,,,,
PermPhase1,306,,4,,,8,,,,,,,,,,,,,,,,,,,,
LostTime,306,,5.2,5.2,4,5.2,5.2,4,,4,5.3,4,,4,,4,5.4,4,,,,,,,,
Lost Time Adjust,306,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
IdealFlow,306,,1900,1900,1900,1900,1900,1900,,1900,1900,1900,,1900,,1900,1900,1900,,,,,,,,
SatFlow,306,,1770,1812,0,1770,1820,0,,0,5024,0,,0,,0,3529,0,,,,,,,,
SatFlowPerm,306,,536,1812,0,1289,1820,0,,0,5024,0,,0,,0,3529,0,,,,,,,,
Allow RTOR,306,,1,1,0,1,1,0,,1,1,1,,1,,1,1,1,,,,,,,,
SatFlowRTOR,306,,0,0,0,0,0,0,,0,28,0,,0,,0,4,0,,,,,,,,
Volume,306,,65,76,17,67,238,44,,0,922,79,,0,,0,761,14,,,,,,,,
Peds,306,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
Bicycles,306,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
PHF,306,,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,,0.92,,0.92,0.92,0.92,,,,,,,,
Growth,306,,100,100,100,100,100,100,,100,100,100,,100,,100,100,100,,,,,,,,
HeavyVehicles,306,,2,2,2,2,2,2,,2,2,2,,2,,2,2,2,,,,,,,,
BusStops,306,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
Midblock,306,,,0,,,0,,,,0,,,,,,0,,,,,,,,,
Distance,306,,,669,,,1921,,,,662,,,,,,1185,,,,,,,,,
TravelTime,306,,,15.2,,,43.7,,,,12.9,,,,,,23.1,,,,,,,,,
Right Channeled,306,,,,0,,,0,,,,0,,,,,,0,,,,,,,,
Alignment,306,,0,0,1,0,0,1,,0,0,1,,3,,0,0,1,,,,,,,,
Enter Blocked,306,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
HeadwayFact,306,,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,,1.00,,1.00,1.00,1.00,,,,,,,,
Turning Speed,306,,15,60,9,15,60,9,,15,60,9,,9,,15,60,9,,,,,,,,
FirstDetect,306,,50,50,,50,50,,,,0,,,,,,0,,,,,,,,,
LastDetect,306,,0,0,,0,0,,,,0,,,,,,0,,,,,,,,,
DetectPhase1,306,,4,8,,8,4,,,,2,,,,,,6,,,,,,,,,
DetectPhase2,306,,0,0,,0,0,,,,0,,,,,,0,,,,,,,,,
DetectPhase3,306,,0,0,,0,0,,,,0,,,,,,0,,,,,,,,,
DetectPhase4,306,,0,0,,0,0,,,,0,,,,,,0,,,,,,,,,
SwitchPhase,306,,0,0,,0,0,,,,0,,,,,,0,,,,,,,,,
numDetects,306,,1,1,,1,1,,,,0,,,,,,0,,,,,,,,,
DetectPos1,306,,0,0,,0,0,,,,,,,,,,,,,,,,,,,
DetectSize1,306,,50,50,,50,50,,,,,,,,,,,,,,,,,,,
DetectType1,306,,3,3,,3,3,,,,,,,,,,,,,,,,,,,
DetectExtend1,306,,0,0,,0,0,,,,,,,,,,,,,,,,,,,
DetectQueue1,306,,0,0,,0,0,,,,,,,,,,,,,,,,,,,
DetectDelay1,306,,0,0,,0,0,,,,,,,,,,,,,,,,,,,
Exit Lanes,306,,,0,,,0,,,,0,,,,,,0,,,,,,,,,
CBD,306,,,0,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,306,,71,101,0,73,307,0,,0,1088,0,,0,,0,842,0,,,,,,,,
Up Node,307,,309,309,309,306,306,306,,323,323,323,,1177,,1177,1177,1177,,,,,,,,
Dest Node,307,,323,306,1177,1177,309,323,,306,1177,309,,1177,,309,323,306,,,,,,,,
Lanes,307,,0,1,0,1,1,0,,0,1,0,,0,,1,1,0,,,,,,,,
Shared,307,,0,3,,0,2,,,0,2,,,,,0,2,,,,,,,,,
Width,307,,12,12,12,12,12,12,,12,12,12,,12,,12,12,12,,,,,,,,
Storage,307,,,,,100,,,,,,,,,,150,,,,,,,,,,
Taper,307,,,,,25,,,,,,,,,,25,,,,,,,,,,
StLanes,307,,,,,1,,,,,,,,,,1,,,,,,,,,,
Grade,307,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,307,,,30,,,30,,,,30,,,,,,30,,,,,,,,,
Phase1,307,,,8,,,4,,,,2,,,,,,6,,,,,,,,,
PermPhase1,307,,8,,,8,,,,,,,,,,6,,,,,,,,,,
LostTime,307,,6,9,4,9,9,4,,4,8,4,,4,,8,8,4,,,,,,,,
Lost Time Adjust,307,,0,3,0,3,3,0,,0,3,0,,0,,3,3,0,,,,,,,,
IdealFlow,307,,1900,1900,1900,1900,1900,1900,,1900,1900,1900,,1900,,1900,1900,1900,,,,,,,,
SatFlow,307,,0,1824,0,1770,1745,0,,0,1671,0,,0,,1770,1618,0,,,,,,,,
SatFlowPerm,307,,0,1789,0,1330,1745,0,,0,1671,0,,0,,1360,1618,0,,,,,,,,
Allow RTOR,307,,1,1,0,1,1,0,,1,1,0,,1,,1,1,0,,,,,,,,
SatFlowRTOR,307,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
Volume,307,,4,49,8,29,87,63,,0,38,1,,0,,19,284,87,,,,,,,,
Peds,307,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
Bicycles,307,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
PHF,307,,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,,0.92,,0.92,0.92,0.92,,,,,,,,
Growth,307,,100,100,100,100,100,100,,100,100,100,,100,,100,100,100,,,,,,,,
HeavyVehicles,307,,2,2,2,2,2,2,,2,2,2,,2,,2,2,2,,,,,,,,
BusStops,307,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
Parking,307,,,,,,,,,,0,,,,,,0,,,,,,,,,
Midblock,307,,,0,,,0,,,,0,,,,,,0,,,,,,,,,
Distance,307,,,188,,,669,,,,664,,,,,,1182,,,,,,,,,
TravelTime,307,,,4.3,,,15.2,,,,15.1,,,,,,26.9,,,,,,,,,
Right Channeled,307,,,,0,,,0,,,,0,,,,,,0,,,,,,,,
Alignment,307,,0,0,1,0,0,1,,0,0,1,,3,,0,0,1,,,,,,,,
Enter Blocked,307,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
HeadwayFact,307,,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.14,1.00,,1.00,,1.00,1.14,1.00,,,,,,,,
Turning Speed,307,,15,60,9,15,60,9,,15,60,9,,9,,15,60,9,,,,,,,,
FirstDetect,307,,50,0,,0,0,,,,0,,,,,0,0,,,,,,,,,
LastDetect,307,,0,0,,0,0,,,,0,,,,,0,0,,,,,,,,,
DetectPhase1,307,,8,8,,8,4,,,,2,,,,,6,6,,,,,,,,,
DetectPhase2,307,,0,0,,0,0,,,,0,,,,,0,0,,,,,,,,,
DetectPhase3,307,,0,0,,0,0,,,,0,,,,,0,0,,,,,,,,,
DetectPhase4,307,,0,0,,0,0,,,,0,,,,,0,0,,,,,,,,,
SwitchPhase,307,,0,0,,0,0,,,,0,,,,,0,0,,,,,,,,,
numDetects,307,,1,0,,0,0,,,,0,,,,,0,0,,,,,,,,,
DetectPos1,307,,0,,,,,,,,,,,,,,,,,,,,,,,
DetectSize1,307,,50,,,,,,,,,,,,,,,,,,,,,,,
DetectType1,307,,3,,,,,,,,,,,,,,,,,,,,,,,
DetectExtend1,307,,0,,,,,,,,,,,,,,,,,,,,,,,
DetectQueue1,307,,0,,,,,,,,,,,,,,,,,,,,,,,
DetectDelay1,307,,0,,,,,,,,,,,,,,,,,,,,,,,
Exit Lanes,307,,,0,,,0,,,,0,,,,,,0,,,,,,,,,
CBD,307,,,0,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,307,,0,66,0,32,163,0,,0,42,0,,0,,21,404,0,,,,,,,,
Up Node,309,,3051,3051,3051,307,307,307,,326,326,326,,3045,,3045,3045,3045,,,,,,,,
Dest Node,309,,326,307,3045,3045,3051,326,,307,3045,3051,,3045,,3051,326,307,,,,,,,,
Lanes,309,,0,1,0,0,1,0,,0,2,1,,0,,0,0,0,,,,,,,,
Shared,309,,0,2,,0,1,,,0,1,,,,,0,0,,,,,,,,,
Width,309,,12,12,12,12,12,12,,12,12,12,,12,,12,12,12,,,,,,,,
Storage,309,,,,,,,,,,,,,,,,,,,,,,,,,
Taper,309,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,309,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,309,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,309,,,25,,,25,,,,30,,,,,,30,,,,,,,,,
Phase1,309,,,8,,7,4,,,,2,,,,,,,,,,,,,,6,
PermPhase1,309,,,,,4,,,,2,,2,,,,,,,,,,,,,,
LostTime,309,,4,5,4,4,5,4,,5,5,5,,4,,4,4,4,,,,,,,,
Lost Time Adjust,309,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
IdealFlow,309,,1900,1900,1900,1900,1900,1900,,1900,1900,1900,,1900,,1900,1900,1900,,,,,,,,
SatFlow,309,,0,1792,0,0,1827,0,,0,3511,1583,,0,,0,0,0,,,,,,,,
SatFlowPerm,309,,0,1792,0,0,1695,0,,0,3511,1583,,0,,0,0,0,,,,,,,,
Allow RTOR,309,,1,1,1,1,1,1,,1,1,1,,1,,1,1,1,,,,,,,,
SatFlowRTOR,309,,0,11,0,0,0,0,,0,0,109,,0,,0,0,0,,,,,,,,
Volume,309,,0,26,10,44,68,0,,40,209,29,,0,,0,0,0,,,,,,,,
Peds,309,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
Bicycles,309,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
PHF,309,,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,,0.92,,0.92,0.92,0.92,,,,,,,,
Growth,309,,100,100,100,100,100,100,,100,100,100,,100,,100,100,100,,,,,,,,
HeavyVehicles,309,,2,2,2,2,2,2,,2,2,2,,2,,2,2,2,,,,,,,,
BusStops,309,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
Midblock,309,,,0,,,0,,,,0,,,,,,0,,,,,,,,,
Distance,309,,,510,,,188,,,,661,,,,,,1198,,,,,,,,,
TravelTime,309,,,13.9,,,5.1,,,,15.0,,,,,,27.2,,,,,,,,,
Right Channeled,309,,,,0,,,0,,,,0,,,,,,0,,,,,,,,
Alignment,309,,0,0,1,0,0,1,,0,0,1,,3,,0,0,1,,,,,,,,
Enter Blocked,309,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
HeadwayFact,309,,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,,1.00,,1.00,1.00,1.00,,,,,,,,
Turning Speed,309,,15,60,9,15,60,9,,15,60,9,,9,,15,60,9,,,,,,,,
FirstDetect,309,,,0,,50,0,,,50,0,0,,,,,,,,,,,,,,
LastDetect,309,,,0,,0,0,,,0,0,0,,,,,,,,,,,,,,
DetectPhase1,309,,,8,,7,4,,,2,2,2,,,,,,,,,,,,,,
DetectPhase2,309,,,0,,0,0,,,0,0,0,,,,,,,,,,,,,,
DetectPhase3,309,,,0,,0,0,,,0,0,0,,,,,,,,,,,,,,
DetectPhase4,309,,,0,,0,0,,,0,0,0,,,,,,,,,,,,,,
SwitchPhase,309,,,0,,0,0,,,0,0,0,,,,,,,,,,,,,,
numDetects,309,,,0,,1,0,,,1,0,0,,,,,,,,,,,,,,
DetectPos1,309,,,,,0,,,,0,,,,,,,,,,,,,,,,
DetectSize1,309,,,,,50,,,,50,,,,,,,,,,,,,,,,
DetectType1,309,,,,,3,,,,3,,,,,,,,,,,,,,,,
DetectExtend1,309,,,,,0,,,,0,,,,,,,,,,,,,,,,
DetectQueue1,309,,,,,0,,,,0,,,,,,,,,,,,,,,,
DetectDelay1,309,,,,,0,,,,0,,,,,,,,,,,,,,,,
Exit Lanes,309,,,0,,,0,,,,0,,,,,,0,,,,,,,,,
CBD,309,,,0,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,309,,0,39,0,0,122,0,,0,270,32,,0,,0,0,0,,,,,,,,
Up Node,319,,321,321,321,326,326,326,,771,771,771,,1945,,1945,1945,1945,,,,,,,,
Dest Node,319,,771,326,1945,1945,321,771,,326,1945,321,,1945,,321,771,326,,,,,,,,
Lanes,319,,1,1,0,1,1,0,,1,1,0,,0,,1,1,0,,,,,,,,
Shared,319,,0,2,,0,2,,,0,2,,,,,0,2,,,,,,,,,
Width,319,,12,12,12,12,12,12,,12,12,12,,12,,12,12,12,,,,,,,,
Storage,319,,300,,,250,,,,,,,,,,100,,,,,,,,,,
Taper,319,,25,,,25,,,,,,,,,,25,,,,,,,,,,
StLanes,319,,1,,,1,,,,,,,,,,1,,,,,,,,,,
Grade,319,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,319,,,30,,,30,,,,25,,,,,,25,,,,,,,,,
Phase1,319,,,8,,,4,,,,2,,,,,,6,,,,,,,,,
PermPhase1,319,,8,,,4,,,,2,,,,,,6,,,,,,,,,,
LostTime,319,,8,8,4,8,8,4,,9,9,4,,4,,9,9,4,,,,,,,,
Lost Time Adjust,319,,3,3,0,3,3,0,,3,3,0,,0,,3,3,0,,,,,,,,
IdealFlow,319,,1900,1900,1900,1900,1900,1900,,1900,1900,1900,,1900,,1900,1900,1900,,,,,,,,
SatFlow,319,,1770,1796,0,1770,1824,0,,1770,1628,0,,0,,1770,1634,0,,,,,,,,
SatFlowPerm,319,,993,1796,0,874,1824,0,,1356,1628,0,,0,,1358,1634,0,,,,,,,,
Allow RTOR,319,,1,1,1,1,1,1,,1,1,1,,1,,1,1,1,,,,,,,,
SatFlowRTOR,319,,0,36,0,0,19,0,,0,36,0,,0,,0,36,0,,,,,,,,
Volume,319,,40,311,97,19,299,49,,30,6,33,,0,,88,7,33,,,,,,,,
Peds,319,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
Bicycles,319,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
PHF,319,,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,,0.92,,0.92,0.92,0.92,,,,,,,,
Growth,319,,100,100,100,100,100,100,,100,100,100,,100,,100,100,100,,,,,,,,
HeavyVehicles,319,,2,2,2,2,2,2,,2,2,2,,2,,2,2,2,,,,,,,,
BusStops,319,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
Midblock,319,,,0,,,0,,,,0,,,,,,0,,,,,,,,,
Distance,319,,,652,,,446,,,,513,,,,,,665,,,,,,,,,
TravelTime,319,,,14.8,,,10.1,,,,14.0,,,,,,18.1,,,,,,,,,
Right Channeled,319,,,,0,,,0,,,,0,,,,,,0,,,,,,,,
Alignment,319,,0,0,1,0,0,1,,0,0,1,,3,,0,0,1,,,,,,,,
Enter Blocked,319,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
HeadwayFact,319,,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,,1.00,,1.00,1.00,1.00,,,,,,,,
